Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,Step21,Step22,Step23,Step24,Step25,Step26,Step27,Step28,Step29,Step30,Step31,Step32,Step33,Step34,Step35,Step36,Step37,Step38,Step39,Step40,Step41,Step42,Step43,Step44,Step45,Step46,Step47,Step48,Step49,Step50
29,24,18,13,12,6,1,2,7,8,9,14,19,16,21,27,30,35,41,46,47,48,44,49,43,38,42,37,32,33,26,20,25,15,10,11,17,22,23,28,31,36,40,45,39,34,5,0,4,3
4,13,18,19,24,14,9,8,7,11,6,0,2,1,5,10,15,21,22,28,33,38,37,32,31,26,30,25,20,35,36,41,46,45,40,42,47,48,43,44,49,39,34,29,23,27,17,16,12,3
32,37,31,26,27,33,34,39,38,43,42,47,46,45,40,35,36,30,25,20,21,22,17,18,14,2,1,6,3,8,13,19,24,29,28,23,16,15,10,0,7,12,11,5,9,4,44,48,49,41
47,43,42,41,46,45,40,36,35,30,31,32,27,26,21,20,15,12,7,2,1,0,5,6,10,11,8,9,4,3,14,19,13,18,24,28,29,34,39,44,49,48,38,33,37,25,22,17,16,23
29,34,33,28,23,22,17,18,27,26,31,36,41,42,47,48,49,44,39,38,43,37,32,30,35,40,45,46,21,16,15,10,11,6,5,0,1,2,3,7,8,13,12,19,24,14,9,4,20,25
46,42,47,48,44,49,43,38,39,34,29,28,33,32,37,41,36,30,31,26,21,16,15,20,25,27,22,17,12,13,8,4,9,14,19,24,23,18,7,1,2,3,11,6,0,5,10,40,45,35
23,24,19,12,7,11,10,15,16,21,20,25,30,35,40,41,36,37,38,33,32,27,28,22,17,18,13,14,9,4,3,8,2,6,5,0,1,26,31,39,34,29,43,49,44,48,47,46,45,42
23,22,17,18,13,8,9,4,14,7,6,5,10,11,16,21,26,31,36,35,30,25,20,15,12,2,3,1,0,19,24,29,28,33,32,27,39,43,42,47,46,49,44,48,40,45,41,34,38,37
40,45,46,47,42,41,36,35,31,30,25,20,15,10,16,17,12,13,8,9,4,3,2,7,6,1,0,5,11,18,24,19,14,23,28,33,38,43,48,49,44,39,34,29,27,26,21,22,32,37
4,9,8,13,7,12,17,16,22,27,32,34,33,28,29,23,24,19,18,11,6,5,0,1,2,3,14,25,20,26,21,15,10,36,40,41,45,46,47,48,43,44,39,49,42,37,38,31,30,35
9,8,3,4,7,6,11,10,5,0,1,2,20,15,16,17,18,19,14,13,12,22,27,33,34,39,44,48,49,43,42,38,37,32,31,36,41,40,45,46,47,35,30,25,26,21,23,28,29,24
15,11,16,17,22,25,26,32,27,28,23,24,29,37,43,38,39,44,49,48,47,42,40,41,36,30,35,31,21,20,10,5,6,2,7,8,3,4,13,18,19,14,9,34,33,46,45,12,1,0
12,17,16,11,10,6,5,0,1,7,2,3,4,9,8,18,23,24,29,34,39,38,33,28,27,32,37,42,41,40,45,35,30,20,25,26,31,15,21,22,19,14,13,43,47,46,36,44,49,48
9,4,3,2,1,0,5,6,7,8,12,16,15,20,21,13,18,17,22,24,29,34,28,27,32,33,38,43,48,42,47,46,45,40,41,36,31,30,25,26,37,39,44,49,23,19,14,11,10,35
35,41,46,45,40,36,37,42,43,38,32,27,28,34,39,44,49,47,48,21,26,31,25,20,15,16,17,12,7,2,3,4,8,9,14,18,23,22,11,10,5,0,1,6,13,19,24,29,33,30
39,34,38,43,42,47,37,32,27,26,25,30,31,35,40,36,41,46,45,48,49,44,33,28,29,24,19,14,13,18,17,12,3,2,7,8,11,6,1,0,5,10,15,20,21,16,22,23,9,4
38,39,43,48,42,41,36,31,35,40,45,47,46,37,33,28,23,22,21,26,27,32,34,17,16,15,5,0,1,6,2,3,8,4,9,14,19,24,18,13,12,11,10,29,44,49,30,25,20,7
42,37,35,30,25,26,27,22,16,21,17,12,13,8,9,14,19,23,18,24,29,28,33,32,31,36,40,45,46,41,47,48,43,38,39,44,49,34,20,15,11,10,6,2,3,4,7,1,0,5
17,18,23,28,20,15,16,11,12,13,14,19,24,29,34,38,37,42,47,46,40,41,36,31,26,25,30,21,22,27,32,33,43,48,49,44,39,35,45,9,8,7,2,1,6,10,5,0,3,4
32,45,40,41,42,43,38,39,44,49,48,47,46,36,37,28,19,24,14,13,9,8,3,2,6,10,11,12,7,5,0,1,17,18,23,22,27,33,29,34,26,31,30,25,20,21,35,15,16,4
44,49,18,23,27,32,33,38,34,39,43,48,47,46,41,36,37,42,31,30,25,26,21,16,22,17,12,11,5,6,1,0,3,2,7,19,14,13,8,9,4,24,28,29,20,10,15,35,40,45
11,10,5,0,6,7,3,8,13,18,14,19,24,23,22,28,29,33,37,38,43,42,47,48,44,49,39,34,27,32,31,35,30,26,25,21,20,15,16,17,12,9,4,2,1,36,41,46,45,40
28,39,44,49,48,43,42,46,47,41,37,36,32,31,35,30,25,20,21,26,27,22,12,11,6,7,8,9,14,13,18,17,23,24,29,34,33,38,40,45,10,16,15,5,0,1,2,3,4,19
11,16,15,20,25,26,31,30,35,41,42,43,49,44,39,34,29,28,33,38,37,32,22,17,21,27,23,18,13,8,4,9,14,19,24,12,7,6,0,5,10,1,2,3,45,40,47,46,36,48
10,11,12,17,21,22,23,19,24,29,34,28,33,32,43,37,36,41,42,47,46,45,40,30,25,26,20,15,16,18,31,35,48,44,49,38,39,27,13,14,7,6,1,2,8,3,4,9,5,0
45,41,36,35,40,47,43,38,37,42,48,46,33,34,39,49,44,23,2,1,7,13,18,17,22,26,27,21,16,11,15,20,25,30,31,32,28,29,24,19,14,9,4,3,8,12,5,0,6,10
8,9,14,19,24,29,23,18,13,12,11,10,5,0,1,2,3,4,7,6,15,20,25,26,27,32,33,22,28,34,39,38,37,36,35,30,31,41,42,43,44,49,48,47,46,45,40,21,16,17
26,27,28,33,44,49,43,48,47,42,37,32,31,30,35,36,41,40,45,46,38,34,24,11,10,15,20,21,16,5,6,1,0,7,12,8,3,4,9,14,19,13,18,17,2,22,23,29,39,25
34,39,32,27,22,17,16,20,21,26,25,31,36,35,40,45,41,46,42,47,48,43,44,28,23,24,18,13,8,12,7,6,1,5,10,15,11,0,2,3,4,9,14,19,29,33,38,37,30,49
48,49,44,43,47,46,37,42,38,39,33,28,27,22,17,12,13,18,19,24,23,21,20,25,30,31,26,32,36,35,40,45,41,9,4,3,8,7,1,0,5,11,10,15,16,6,2,14,34,29
46,45,40,35,31,36,37,38,43,42,41,47,48,49,44,39,34,29,33,28,27,26,25,20,15,6,5,0,1,2,7,12,13,4,9,14,19,24,22,23,32,30,17,21,16,10,11,18,8,3
39,38,37,43,44,49,48,47,42,41,46,45,40,35,31,30,25,26,21,20,15,16,17,18,13,8,7,6,5,0,1,12,11,10,2,3,9,4,14,19,24,23,28,32,33,34,29,22,27,36
30,35,36,37,42,41,40,46,45,43,38,33,32,27,22,18,19,14,8,13,12,7,2,1,6,11,10,5,0,15,16,21,26,31,25,20,17,23,28,29,24,34,39,44,49,48,47,3,4,9
28,32,37,42,36,35,31,26,22,17,6,5,0,1,2,3,4,9,14,13,19,18,24,29,34,33,38,43,48,44,49,39,41,40,45,46,47,21,23,27,30,25,20,15,16,11,12,7,8,10
4,9,8,7,2,1,30,25,26,27,22,23,18,24,29,33,34,28,17,12,10,20,15,21,46,41,36,31,35,40,45,47,42,43,48,49,44,39,38,37,32,16,11,6,5,0,3,14,13,19
47,46,41,42,43,49,44,48,37,32,30,25,40,35,36,31,26,27,28,33,38,34,39,24,19,17,16,11,12,7,2,3,4,14,9,8,13,18,23,22,21,20,15,10,5,6,1,0,29,45
1,6,11,10,15,20,25,26,27,32,33,34,29,28,19,18,24,23,17,13,12,7,2,3,8,9,14,35,40,41,42,37,38,43,47,48,46,45,30,36,31,22,21,16,0,5,4,39,44,49
29,34,32,38,37,42,43,39,44,49,48,35,30,25,26,21,20,15,10,5,0,1,2,12,11,7,8,3,4,9,13,18,19,24,23,27,22,17,16,6,28,33,31,36,41,40,45,46,47,14
18,13,8,7,2,3,4,9,14,19,23,22,16,17,12,11,6,1,0,37,41,42,47,46,45,40,35,36,32,33,38,39,43,44,49,48,28,27,21,20,25,26,30,31,15,10,5,34,29,24
11,12,7,2,3,8,9,4,13,14,19,24,18,17,16,15,10,5,0,1,6,21,20,25,26,27,31,32,33,38,34,39,44,49,48,47,42,43,46,40,35,36,37,28,29,23,22,41,30,45
25,30,35,41,42,39,34,33,32,27,22,23,28,29,24,19,14,9,8,13,12,7,2,3,4,18,17,21,20,15,10,11,16,26,31,37,38,43,49,44,48,47,46,40,36,45,5,0,1,6
35,36,41,45,40,30,31,26,23,24,19,18,14,8,3,4,9,7,6,5,10,15,20,25,21,16,11,12,13,17,22,32,28,29,27,33,34,39,43,38,37,46,47,42,48,49,44,2,1,0
25,26,27,21,16,12,17,18,19,14,9,4,3,8,13,11,6,5,0,1,2,7,15,10,20,32,37,42,48,47,46,40,45,41,36,35,31,30,34,39,38,44,49,43,33,28,24,23,22,29
3,2,1,0,5,6,10,11,12,7,8,14,9,4,13,18,23,22,17,16,21,26,27,28,24,38,32,33,34,44,49,48,43,41,36,37,42,47,46,45,40,35,30,25,20,15,31,29,39,19
17,18,23,28,27,26,25,20,15,10,11,12,13,24,29,33,34,38,43,47,46,41,40,35,30,31,36,37,42,32,22,21,16,7,8,9,14,19,1,6,5,0,3,4,2,39,44,49,48,45
10,11,7,12,13,14,18,6,5,0,1,2,15,20,25,30,35,36,31,32,27,28,29,34,38,44,49,48,43,42,47,41,40,45,46,37,26,22,16,21,17,24,23,19,8,9,4,3,33,39
16,10,11,27,26,31,32,33,34,29,24,23,28,14,9,4,8,12,7,6,5,1,0,2,3,13,18,17,22,21,25,20,15,19,44,48,49,42,37,38,39,43,47,46,45,40,41,36,35,30
27,28,29,24,23,17,16,15,10,5,0,1,2,7,3,8,9,14,13,18,19,39,38,34,33,42,41,40,35,30,31,36,37,43,49,44,48,47,46,45,25,20,21,26,11,12,6,22,32,4
25,30,36,41,40,35,31,26,32,38,37,42,47,48,49,44,39,34,33,27,22,17,12,11,10,15,16,21,20,6,7,2,3,8,13,14,9,4,5,0,1,18,19,24,29,28,23,45,46,43
48,43,42,28,29,23,18,19,24,14,10,5,6,11,15,20,17,22,27,26,31,33,37,38,39,44,49,47,46,45,41,40,35,36,30,25,21,16,7,13,12,8,9,3,2,1,0,4,32,34
46,41,40,45,49,48,43,38,47,32,31,36,37,33,34,44,39,28,13,18,19,14,9,4,3,2,6,1,5,10,15,11,16,21,20,25,26,27,22,23,24,29,12,17,7,8,0,35,30,42
18,22,21,26,25,20,15,16,11,6,7,8,14,4,3,2,0,5,10,12,13,29,23,28,27,31,36,30,35,40,41,46,47,48,42,43,44,49,39,38,37,32,33,34,24,19,9,17,1,45
3,4,33,37,32,38,42,41,46,47,43,48,44,39,34,29,23,18,13,19,24,28,27,31,36,40,35,30,25,26,22,21,16,11,10,5,6,1,2,7,8,9,14,12,17,15,20,0,49,45
2,3,4,9,14,19,24,23,13,8,7,1,6,11,10,15,20,21,16,12,17,18,22,27,32,33,34,38,39,44,49,48,43,42,37,35,30,31,26,25,40,45,46,41,36,47,28,29,5,0
19,29,24,23,27,28,33,34,39,38,37,36,41,47,48,42,43,44,49,46,40,45,35,30,20,25,31,32,26,21,11,16,17,12,7,8,3,4,14,9,13,18,6,0,5,1,2,10,15,22
3,14,13,6,5,0,1,11,16,20,21,18,17,12,7,8,9,4,23,28,27,26,22,35,46,47,48,42,36,41,40,45,31,30,25,15,10,34,33,38,39,44,49,43,37,32,29,24,19,2
20,21,26,27,31,37,32,33,28,23,29,34,39,44,43,48,47,42,41,36,35,30,25,15,10,11,6,12,17,22,24,19,14,9,4,3,2,8,13,18,7,1,0,5,16,46,45,40,38,49
49,44,39,34,38,33,37,41,46,45,40,35,31,27,22,17,21,20,15,16,11,12,7,8,3,2,1,0,5,6,10,25,26,32,36,43,48,47,42,30,23,19,18,13,14,9,4,24,29,28
22,27,32,31,26,25,20,21,16,17,13,8,9,12,7,6,1,2,3,4,18,23,28,30,35,40,45,41,42,36,37,38,43,39,34,29,24,19,14,11,10,15,0,5,33,44,49,48,47,46
4,3,8,7,2,6,10,5,0,1,11,15,21,22,26,25,20,23,27,28,33,32,31,37,38,39,44,49,48,43,42,47,46,41,36,35,30,16,12,18,13,14,9,19,24,29,34,17,40,45
14,13,12,16,11,10,15,20,21,26,25,30,35,36,41,40,45,46,42,47,48,49,44,39,34,29,24,23,28,33,38,37,32,27,31,43,22,17,18,19,3,2,8,7,1,6,5,0,4,9
45,40,41,42,47,43,39,44,49,48,27,26,25,30,31,36,32,28,33,38,37,46,35,34,29,24,23,18,13,14,9,4,8,7,2,3,1,0,5,6,11,10,15,16,21,20,12,17,22,19
1,0,5,6,7,12,8,9,3,4,11,10,15,25,26,27,31,30,35,41,47,42,37,36,45,40,46,39,34,28,33,38,43,48,49,44,29,24,19,18,13,17,16,21,22,23,14,20,32,2
47,42,41,36,31,30,35,40,45,46,49,48,43,44,39,38,34,33,32,27,22,18,19,14,13,8,7,6,5,0,16,21,20,15,10,11,12,17,23,24,29,28,37,26,25,2,3,4,9,1
37,38,33,28,27,32,31,25,20,15,10,11,5,6,1,2,7,8,9,4,3,12,17,22,26,21,16,14,13,18,19,24,23,43,42,41,46,47,48,49,44,39,29,34,35,30,36,40,45,0
3,2,7,4,9,14,13,12,16,5,10,15,20,21,22,23,18,28,32,37,33,34,29,24,19,8,6,1,0,11,17,27,26,31,30,35,40,36,38,39,44,49,48,43,42,46,41,47,25,45
26,27,22,21,29,24,23,28,33,32,37,31,30,35,36,41,46,45,40,42,44,43,38,39,49,48,47,34,17,18,19,14,13,8,9,4,3,2,1,0,5,6,7,12,11,16,15,10,20,25
23,29,34,39,44,43,38,37,32,31,30,15,21,16,12,6,7,8,3,13,18,9,4,2,11,5,10,1,0,42,46,47,48,49,28,27,22,17,14,19,24,33,36,35,41,45,40,25,26,20
40,35,30,31,25,20,15,10,11,12,7,8,14,13,4,9,2,1,6,5,0,16,17,22,23,24,29,34,33,38,39,44,37,32,27,26,28,19,18,21,42,43,48,47,46,45,41,36,49,3
43,42,47,48,49,44,39,34,24,19,14,13,28,27,22,21,26,25,30,35,40,45,46,41,36,37,38,33,32,31,11,15,20,16,17,12,7,1,2,6,10,5,0,3,4,9,8,18,23,29
34,39,44,48,47,43,38,36,41,46,45,40,35,30,25,26,27,22,21,16,23,24,19,18,17,12,11,6,5,10,15,20,31,32,37,42,49,33,28,29,13,8,2,7,3,4,9,1,0,14
38,43,48,49,39,44,34,29,28,23,24,19,18,17,16,26,31,32,37,36,41,46,47,42,33,30,21,22,25,20,15,10,5,0,1,6,7,4,3,8,2,11,12,13,9,14,27,35,40,45
25,35,40,45,46,47,48,43,44,49,32,27,22,21,16,11,6,5,0,1,2,7,8,3,4,14,19,24,23,28,29,33,34,39,38,37,42,41,36,31,26,30,20,15,10,12,17,18,13,9
28,33,32,43,48,49,44,29,34,39,38,37,36,46,47,41,21,16,12,18,13,19,14,8,3,4,9,2,7,6,11,10,15,20,25,30,31,23,22,17,27,26,35,40,45,42,24,5,0,1
33,38,39,42,43,48,47,46,41,40,45,35,36,31,30,25,20,16,17,18,22,23,28,32,26,21,27,37,34,29,14,13,12,7,3,4,9,8,19,24,11,10,5,0,1,6,2,15,49,44
42,47,46,45,40,35,36,37,38,43,48,49,44,39,29,23,22,27,28,33,32,31,30,26,21,20,15,16,10,11,17,12,7,2,8,9,3,4,6,5,0,1,18,24,34,41,25,13,14,19
46,41,36,35,47,42,43,44,37,32,25,26,21,20,15,16,10,5,0,6,12,18,24,19,14,8,7,13,17,22,27,28,29,34,39,38,33,31,30,40,45,48,49,4,3,2,1,11,23,9
25,31,30,36,35,40,45,46,47,42,37,32,27,22,18,17,12,6,5,0,1,2,3,8,9,14,29,24,28,23,19,41,43,44,39,38,33,34,13,7,10,11,15,16,20,21,26,48,49,4
21,27,26,31,32,33,38,44,43,42,37,36,41,48,47,46,45,40,35,30,25,20,15,10,5,6,7,2,3,4,9,8,13,18,12,17,22,23,24,19,14,28,34,29,39,49,16,11,1,0
16,15,10,11,12,6,5,0,1,7,8,9,19,14,13,18,17,22,23,28,34,24,29,33,32,37,43,42,47,48,49,44,39,38,46,41,36,35,31,30,25,20,21,26,27,40,45,2,3,4
16,21,20,10,5,6,1,0,11,12,18,17,22,23,24,19,14,13,8,7,2,3,9,4,29,33,34,27,28,32,31,26,25,30,35,36,45,40,41,42,47,48,49,44,43,38,37,39,46,15
1,5,10,11,6,2,7,8,14,9,4,3,13,12,19,24,29,34,16,17,18,23,28,38,33,32,27,22,26,30,35,40,45,46,36,41,42,37,31,25,20,21,15,0,43,48,47,44,49,39
23,22,21,26,27,28,33,38,42,37,32,29,24,19,14,9,3,8,7,5,0,1,6,10,11,12,17,16,15,20,25,31,36,35,40,41,47,43,39,34,44,49,48,46,45,30,13,18,4,2
47,46,45,40,41,42,43,39,33,28,24,29,38,32,37,34,44,48,49,31,36,35,30,26,27,22,23,18,13,14,19,17,12,11,16,15,20,25,21,5,0,1,6,7,8,4,3,2,10,9
11,10,5,0,1,7,2,3,4,9,12,16,15,21,26,31,30,35,36,41,46,47,48,43,42,37,32,33,38,34,39,44,49,29,28,24,23,14,13,18,19,22,27,17,8,6,20,25,45,40
35,36,37,31,30,25,26,22,21,16,11,6,5,0,1,2,7,3,4,9,13,14,19,18,17,12,28,29,34,39,38,42,47,45,40,41,46,43,48,49,44,33,32,27,15,10,20,23,24,8
34,39,38,43,44,49,48,47,42,37,33,32,31,30,35,40,46,41,36,25,20,15,10,11,6,5,0,1,2,3,9,4,8,7,12,13,18,17,22,27,26,21,16,23,24,29,28,19,14,45
8,13,18,19,24,29,28,32,37,42,41,46,36,31,35,45,40,38,43,48,47,49,44,39,34,33,27,26,30,25,20,15,16,17,22,23,10,5,0,1,6,11,12,7,2,3,4,9,14,21
41,40,35,30,25,20,15,16,22,26,31,36,45,46,47,48,44,21,17,27,32,33,38,43,37,42,28,29,24,19,18,23,13,12,7,2,3,4,9,14,8,6,1,0,5,10,11,39,34,49
26,20,25,15,16,21,22,17,12,10,11,5,6,7,8,13,14,9,4,3,2,1,0,46,35,36,30,31,37,32,33,34,38,43,42,41,40,45,48,49,44,39,28,23,18,19,24,29,27,47
31,32,27,26,21,16,15,10,5,6,7,8,3,1,2,13,18,23,28,33,29,34,39,38,37,36,41,46,45,40,35,30,25,20,11,12,17,22,24,19,14,9,4,0,42,47,43,48,49,44
9,14,19,1,13,8,7,11,16,21,27,22,23,28,33,34,39,38,43,42,41,36,35,30,26,31,37,32,29,24,18,17,12,6,5,10,15,20,25,45,40,46,47,48,49,44,0,2,3,4
33,39,38,42,46,47,41,36,37,32,34,29,28,23,24,19,18,17,11,7,2,1,6,5,10,15,12,13,14,9,4,8,3,22,27,25,20,21,26,31,30,35,40,45,44,43,48,49,16,0
17,16,11,6,1,2,3,4,9,14,13,8,7,12,10,5,0,26,31,36,37,40,35,47,42,41,46,45,32,27,22,23,18,24,29,34,28,33,38,39,43,48,49,44,15,20,21,25,30,19
44,39,38,33,28,29,34,27,31,36,37,42,47,48,49,43,25,26,22,7,2,3,8,12,17,18,13,14,9,4,6,5,0,1,11,16,15,10,20,21,23,24,19,32,30,35,40,41,46,45
47,42,43,49,48,44,39,34,29,24,23,22,17,12,7,8,13,18,10,11,16,20,25,26,27,32,37,36,40,41,46,45,35,30,31,38,33,28,21,15,6,5,0,1,2,3,4,9,14,19
2,4,3,1,6,12,11,10,15,20,16,21,22,26,27,28,29,34,32,31,36,35,30,25,5,0,8,7,13,18,17,23,24,19,14,9,39,44,49,48,47,41,42,37,38,33,43,46,40,45
31,30,35,36,27,33,32,25,26,21,17,22,23,28,29,34,39,38,41,40,45,46,47,48,49,44,43,42,37,20,16,15,11,10,5,0,1,6,7,2,3,4,9,19,13,12,8,14,18,24
8,7,2,3,9,19,18,23,22,17,16,21,26,25,20,15,11,10,5,6,1,0,12,13,14,24,29,34,39,44,49,48,41,36,31,32,37,42,43,38,33,28,27,30,35,40,45,46,47,4
27,26,21,16,15,10,11,6,5,0,1,2,7,19,24,23,17,12,13,14,9,8,3,4,18,22,28,32,37,42,38,33,34,29,39,43,44,49,48,47,46,41,45,40,35,36,31,30,25,20
30,25,20,21,22,26,31,36,37,48,44,33,23,29,28,27,32,34,39,38,43,42,41,45,40,35,47,46,49,17,12,16,13,8,3,4,9,14,19,24,18,15,10,11,6,1,2,7,0,5
30,26,25,31,41,36,35,43,37,42,47,48,49,44,34,39,38,33,32,27,28,22,17,18,21,20,10,11,16,5,0,1,2,7,8,13,14,19,24,29,23,12,6,15,4,3,9,40,45,46
33,38,32,27,26,25,21,20,15,10,17,13,18,11,16,6,7,2,1,0,5,12,4,9,8,3,14,19,23,24,29,34,39,44,43,48,49,47,41,35,36,31,30,40,45,46,37,42,22,28
18,17,12,11,16,15,20,27,33,23,22,21,26,25,30,35,36,41,40,45,46,47,48,49,44,43,42,37,38,32,31,28,29,34,39,14,13,8,2,1,0,5,6,7,3,4,9,19,24,10
43,48,49,44,39,38,37,41,40,45,46,47,42,36,30,35,31,32,22,21,20,16,15,11,12,17,18,13,19,14,7,4,9,8,3,2,1,6,5,0,10,23,29,28,33,34,24,27,26,25
15,16,21,25,20,22,23,28,33,38,39,34,29,32,31,26,27,36,41,46,47,42,40,45,37,35,30,4,9,13,14,24,8,2,7,11,12,6,1,0,5,10,19,18,17,3,49,44,43,48
11,6,12,17,16,21,20,35,36,40,45,46,42,47,48,44,49,43,38,33,32,31,26,27,22,28,29,24,19,14,8,4,9,3,7,13,18,23,15,10,5,0,1,2,39,34,37,41,30,25
19,13,17,11,15,10,1,5,6,7,8,2,3,14,9,4,12,16,21,26,30,25,20,32,27,28,33,39,44,43,42,47,48,49,38,34,29,24,18,23,22,31,37,36,41,46,40,45,35,0
40,41,42,37,36,32,28,27,23,24,29,34,39,48,44,49,43,38,33,22,21,16,5,10,15,20,11,6,0,1,2,3,8,9,14,19,13,7,12,17,18,26,31,25,30,35,46,45,47,4
10,5,6,1,2,7,3,4,9,14,19,18,23,22,27,26,31,37,42,41,46,48,49,43,38,39,34,44,47,40,45,35,36,33,28,29,24,32,30,25,20,15,16,21,17,12,11,13,8,0
27,28,34,39,38,33,29,24,19,18,17,13,8,9,14,2,3,4,0,5,1,11,12,7,6,16,15,21,22,42,43,48,47,46,40,45,41,36,31,30,35,25,20,23,32,37,44,49,26,10
8,9,14,19,18,13,12,11,5,10,6,1,2,7,17,16,15,20,21,25,26,27,22,23,28,33,34,38,39,48,47,42,37,32,31,36,35,40,41,46,45,30,44,43,49,29,24,0,4,3
16,17,12,7,18,13,14,28,29,24,23,22,27,45,40,35,31,36,41,46,47,42,37,38,43,44,39,34,33,32,30,25,20,15,21,26,10,5,11,6,1,0,2,3,8,9,19,4,49,48
4,3,7,6,5,0,1,2,8,13,12,11,16,21,26,27,28,29,34,44,39,38,43,48,47,46,45,40,32,31,35,30,25,20,15,10,17,23,24,19,18,22,37,42,41,36,33,49,9,14
31,36,37,38,39,44,49,48,47,42,43,34,33,28,22,17,12,6,5,0,10,11,16,21,40,35,41,45,46,20,15,2,1,7,13,18,19,24,29,23,27,26,30,25,32,8,9,14,4,3
10,15,20,25,30,27,28,23,24,19,14,18,12,7,6,5,0,1,2,3,8,9,4,13,17,16,21,22,32,26,31,43,36,42,37,33,34,39,44,38,48,49,47,46,45,40,41,35,29,11
10,6,9,14,13,18,23,29,24,19,22,17,12,8,3,2,1,0,5,11,15,16,21,20,26,36,37,48,47,41,40,45,46,42,43,38,39,44,49,33,28,27,32,31,30,35,25,34,4,7
34,39,38,33,28,23,24,19,14,9,8,13,18,17,12,6,5,10,16,11,7,0,1,2,4,3,22,27,32,31,36,40,35,30,26,25,21,15,20,37,42,47,46,41,45,48,44,43,49,29
27,19,18,13,14,8,3,4,9,23,22,21,25,20,15,10,11,16,12,17,28,33,32,31,26,42,46,43,44,39,34,29,24,7,1,6,5,0,2,47,41,45,40,30,35,36,37,38,48,49
12,6,5,10,11,16,15,20,26,27,33,39,44,43,42,37,36,31,32,28,23,24,19,14,13,18,17,22,21,25,30,35,40,46,45,41,47,48,49,38,34,29,8,7,0,1,2,3,4,9
8,7,2,1,6,11,0,5,10,12,13,18,17,22,21,26,27,28,23,24,29,34,38,33,37,31,36,35,45,40,41,42,47,46,43,44,49,48,39,32,30,25,20,15,16,3,4,9,14,19
5,0,1,2,7,8,3,9,4,14,13,18,17,16,15,10,11,6,12,19,23,24,29,33,34,32,21,22,27,26,31,30,35,36,37,42,41,40,45,46,47,44,43,38,39,49,48,28,20,25
25,30,20,37,38,33,28,27,22,21,26,31,32,36,35,40,45,46,41,42,43,44,47,48,49,39,34,29,23,7,12,18,17,16,11,6,2,3,4,9,14,13,8,15,10,5,0,1,24,19
11,12,17,22,21,20,25,26,31,32,33,38,37,48,49,43,42,41,40,45,46,47,36,35,30,27,28,29,23,24,18,13,14,9,4,8,7,2,1,0,6,5,10,15,16,19,34,39,44,3
41,45,40,35,30,25,26,21,20,31,27,23,18,17,16,15,33,28,29,24,19,14,9,4,3,2,1,0,5,10,6,11,12,7,8,13,22,34,39,43,48,49,44,38,42,37,32,36,46,47
6,11,7,2,8,9,14,13,12,17,22,23,18,19,24,29,28,27,21,16,15,20,25,30,31,36,35,40,45,46,41,42,37,32,33,38,44,39,34,43,48,47,49,26,10,5,0,1,3,4
33,28,29,24,19,14,8,7,6,5,10,11,16,20,21,22,17,18,13,12,44,39,38,32,36,30,35,31,26,27,25,42,37,41,40,45,46,47,43,48,49,34,23,0,1,2,3,4,9,15
34,29,24,23,17,18,19,14,9,8,3,4,7,12,11,6,5,10,15,20,21,26,31,30,36,32,37,35,40,45,46,47,43,42,49,48,44,39,38,33,28,27,22,16,13,1,2,0,25,41
3,2,7,1,0,5,11,10,15,20,21,22,27,23,28,29,34,39,44,43,37,42,47,48,49,38,40,45,46,41,36,35,30,25,26,18,13,14,9,8,12,6,16,17,24,19,4,33,32,31
42,46,45,40,36,43,38,39,44,48,49,47,41,35,30,31,25,20,17,16,11,6,5,0,1,3,13,12,7,2,8,9,14,19,24,29,23,22,21,27,28,26,32,37,33,34,18,15,10,4
39,34,29,24,28,23,22,16,21,20,15,10,11,12,13,18,19,14,9,4,3,2,1,0,5,6,7,8,17,27,32,37,38,43,44,48,47,42,41,40,35,36,26,31,30,25,33,46,45,49
46,45,40,41,42,37,36,35,30,25,21,11,13,14,19,24,29,17,18,22,39,38,43,44,49,48,47,28,33,34,32,27,26,31,23,12,7,6,1,0,5,10,20,15,16,4,3,8,9,2
16,7,8,13,12,11,10,15,20,21,31,30,25,26,27,32,37,43,44,39,34,29,28,33,38,36,41,46,45,40,35,47,48,49,42,18,23,22,17,6,5,0,2,3,4,9,14,19,24,1
47,42,36,37,31,30,35,40,45,46,48,49,44,39,34,33,38,43,41,32,26,27,22,17,16,15,10,11,12,13,18,23,24,19,14,9,8,7,3,4,2,1,0,6,5,20,21,25,29,28
35,40,41,43,33,38,39,34,29,23,28,27,26,21,16,10,5,0,11,6,2,1,7,12,13,14,9,4,3,8,19,18,17,22,24,15,20,25,30,31,36,37,32,48,49,47,46,45,42,44
46,45,47,48,43,38,42,41,36,37,32,31,25,21,26,33,28,22,19,14,13,18,23,24,29,34,39,44,49,40,35,30,27,16,17,12,7,2,6,1,0,5,10,11,3,4,8,9,20,15
38,43,42,47,48,49,44,39,34,29,28,20,26,21,16,11,10,5,6,1,2,3,8,13,12,22,17,18,19,9,14,24,23,27,33,32,36,40,45,46,41,37,31,30,25,35,15,7,0,4
41,42,43,37,32,31,26,20,21,15,11,22,27,16,17,12,7,8,13,14,19,18,24,29,28,33,38,39,34,35,36,30,25,40,45,46,47,48,49,44,23,3,2,1,0,6,5,10,9,4
